Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RANDOM_VM,66,2685.1922,3.5898,386.555,0.4564,19.6257,0.0232,850,748,88,12,0,0,102,102,0,0,0,617,540,163,145,70,63,1676.0,618.0,1676.0,5460.700000000081,0.0,0.0,905.9825677473434,0.0313,0,0.017,0.0451,197.8368,177.5026,168.5427,194.2867,181.734,183.0054,169.2032,195.0432,176.8477,60769371911923830000,562679369554850240,71493378719910384,26833038810439057000,1490724378357725440,1997723848392740100,83238493683030832,31938609253092024000,483918322016545790,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,132,5463.1468,3.6838,676.7915,0.4097,37.1472,0.0225,1672,1483,88.6962,10.8852,0,0.4187,189,182,0,7,0,1135,1012,315,278,222,193,3283.0,1142.0,3283.0,7253.2500000002365,0.0,0.0,842.9700569625428,0.0568,0.0005,0.0204,0.0711,197.665,175.2595,165.4509,193.5853,181.0326,183.9169,170.1148,195.2005,173.9947,58412132686515680000,335701911991469440,35082361973883292,22831281514004185000,1268404528555788030,2464271558027149800,102677981584464576,33116579614484350000,250883178897608704,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,198,8343.8826,3.7687,1213.1391,0.4911,59.2134,0.024,2536,2214,87.3028,12.5,0,0.1972,322,317,0,5,0,1611,1409,410,366,515,439,4980.0,1637.0,4980.0,12910.499999999769,0.0,0.0,808.7762576121573,0.0846,0.0021,0.0308,0.0986,200.9389,177.1367,166.9059,197.1651,184.6124,186.6279,172.8258,198.2912,175.3245,124132550440311060000,517218960167962750,49044863864208240,52060731927649804000,2892262884869433300,4600347911869013500,191681162994542240,67471470600792240000,340765003034304190,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,264,11076.085,3.7854,1610.9647,0.4949,78.3235,0.0241,3356,2926,87.1871,12.4851,0,0.3278,430,419,0,11,0,2002,1756,521,454,833,716,6560.0,2031.0,6560.0,13623.149999999836,0.0,0.0,807.1663398232383,0.0883,0.0027,0.0321,0.0993,199.8208,174.9636,164.5769,195.533,182.9802,185.6061,171.804,197.5259,173.3099,95958023225401690000,313588311194123140,28687002459013956,35751650797511610000,1986202822083978240,3635856591579554300,151494024649148096,56570515836310520000,214282256955721664,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,330,14055.7761,3.8668,2239.4828,0.5516,89.2057,0.022,4174,3635,87.0867,12.7695,0,0.1437,539,533,0,6,0,2381,2068,617,542,1176,1025,8229.0,2472.0,8229.0,18932.299999998882,0.0,0.0,793.2043410008068,0.1223,0.0037,0.0445,0.1345,201.1864,175.481,164.9872,197.0857,184.5329,186.5141,172.712,198.7976,173.6125,131414561147551970000,353264949321376260,31529405265727440,51117020450225240000,2839834469456958000,4481372653683713000,186723860570154720,75816168043643010000,229745963768615200,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,396,17386.2681,3.9505,2934.2866,0.6009,104.5667,0.0214,5024,4401,87.5995,12.0621,0,0.3384,623,606,0,17,0,2679,2375,671,587,1674,1439,9892.0,2776.0,9892.0,21407.149999998095,0.0,0.0,792.9493455868457,0.1355,0.0409,0.0436,0.1454,201.3658,174.951,164.37,197.2134,184.6606,186.3168,172.5147,199.0326,173.0556,136955275929398800000,312683278377622850,27352761320031716,52642349486849910000,2924574971491661800,4282294723332632600,178428946805526368,80030631719216270000,202097554846505728,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,462,19787.6822,3.906,3259.4497,0.5737,122.9213,0.0216,5852,5066,86.5687,13.2092,0,0.2221,786,773,0,13,0,2859,2498,787,682,2206,1886,11539.0,2969.0,11539.0,22037.9499999976,0.0,0.0,800.3586263900808,0.1212,0.0116,0.0416,0.1296,201.4427,174.4184,163.7793,197.1885,184.6358,186.0192,172.2171,199.194,172.5476,139402724698254770000,276592707734632480,23874417656834180,52341860857708400000,2907881158761577500,3998681935242080800,166611747301753376,83062181905304290000,179788272522303648,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,528,23232.6421,4.051,4643.963,0.715,147.6598,0.0227,6706,5735,85.5204,14.1664,0,0.3132,971,950,0,21,0,3200,2771,881,774,2625,2190,13336.0,3425.0,13336.0,34328.49999999672,0.0,0.0,795.4586338653968,0.1909,0.0162,0.0804,0.2018,203.0268,175.468,164.7745,198.8224,186.2697,189.1281,175.326,200.6569,173.4305,200760677364782660000,352211714675057280,30022532879435124,76250656580500210000,4236147587805567000,8181098408175957000,340879100340664900,116328922376106500000,220319928742625920,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,594,26651.3565,4.1269,5487.0414,0.7516,328.5166,0.045,7524,6458,85.832,13.9421,0,0.2259,1066,1049,0,17,0,3504,3051,844,713,3176,2694,15027.0,3821.0,15027.0,39615.049999998104,0.0,0.0,791.089824723811,0.2168,0.0161,0.0783,0.2284,203.704,175.6694,164.9481,199.5154,186.9627,189.2386,175.4365,201.3609,173.6231,234636720563639000000,368925661263583300,31247399196116524,89442304009316580000,4969016889406476300,8391860375113422800,349660848963059260,136802556179209000000,230307333635031968,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,660,29718.1302,4.1669,5574.4673,0.6959,1126.6098,0.1406,8368,7132,85.2294,14.3045,0,0.4661,1236,1197,0,39,0,3605,3099,972,842,3791,3191,16479.0,3839.0,16479.0,35588.74999999612,0.0,0.0,805.1375464509595,0.182,0.0179,0.0674,0.1906,202.8184,174.355,163.6104,198.4327,185.88,188.5581,174.756,200.587,172.3916,191354532592355250000,272584804262614304,22963462449580612,69706762958003830000,3872597942111324200,7174786639192660000,298949443299694140,114472982995158780000,173443913629028448,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,726,35459.5009,4.5725,6503.566,0.749,3620.7936,0.417,9208,7755,84.2202,15.5517,0,0.2281,1453,1432,0,21,0,3850,3282,1004,868,4354,3605,18102.0,4191.0,18102.0,45147.90000000007,0.0,0.0,805.7604500506833,0.2368,0.1047,0.0943,0.2448,204.1263,175.2727,164.4922,200.0379,187.4852,188.8689,175.0668,201.7614,173.152,258599315565879230000,336717858809738560,28133084809168760,100876891663698530000,5604271759094362100,7707095160365044700,321128965015210180,150015328741815680000,206632684217376960,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,792,42401.1535,5.0466,7273.988,0.7767,7711.8395,0.8235,10046,8402,83.6353,15.9765,0,0.3882,1644,1605,0,39,0,4114,3455,1041,874,4891,4073,19654.0,4486.0,19654.0,47339.200000000375,0.0,0.0,804.5499218508523,0.2271,0.0818,0.0799,0.2348,204.0194,174.8078,164.0099,199.7017,187.149,189.2537,175.4516,201.7763,172.789,252315755127804820000,302536876652044160,25176187899401800,93362760290711290000,5186820016150627300,8421069553935439900,350877898080643330,150531925283158100000,190065562226209728,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,858,50174.4313,5.5811,8119.9483,0.8056,12550.1429,1.2451,10880,8990,82.6287,16.9577,0,0.4136,1890,1845,0,45,0,4319,3609,1080,886,5481,4495,21262.0,4760.0,21262.0,54152.55000000324,0.0,0.0,807.9799755171455,0.2891,0.1897,0.1491,0.2951,204.3706,174.8282,164.0147,200.141,187.5883,189.6195,175.8174,202.0711,172.7362,273566458006249800000,303962731118055360,25204206560369432,103300639444864060000,5738924413603558400,9161090407744807900,381712100322700350,161104728153640930000,187767748430816928,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,924,59734.7778,6.0973,8500.7803,0.7802,18850.8189,1.7301,11708,9797,83.6778,15.8524,0,0.4698,1911,1856,0,55,0,4334,3698,1151,944,6223,5155,22924.0,4801.0,22924.0,51516.250000002954,0.0,0.0,816.788656274344,0.2528,0.0976,0.0996,0.2598,204.1332,174.2835,163.4581,199.8863,187.3336,188.3218,174.5196,201.8978,172.2411,259014736911704720000,268131197631164320,22172122659793248,97415495576885510000,5411971976493639700,6794779336321507300,283115805680062816,154804461998497700000,167537296535170656,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,990,68465.3563,6.587,9530.759,0.8228,24840.3038,2.1444,12516,10394,83.0457,16.4509,0,0.5034,2122,2059,0,63,0,4530,3783,1168,993,6818,5618,24490.0,5075.0,24490.0,57550.650000004294,0.0,0.0,818.7136272828424,0.2442,0.0893,0.0972,0.2506,204.3967,174.2599,163.4324,199.9797,187.427,189.7046,175.9024,202.2098,172.2535,275211126118604240000,266677447789345184,22041576655342324,99533468682661600000,5529637149036754900,9342338889245876000,389264120385244860,166335318546696770000,168015473279491680,0,0,0,-1.0,[],[]
